,prevailing_wage_status,low_income_units,middle_income_units,moderate_income_units,extremely_low_income_units,very_low_income_units,project_id
3842,Non Prevailing Wage,88,0,0,27,19,52893
3843,Non Prevailing Wage,0,0,0,2,0,60789
3844,Non Prevailing Wage,2,0,0,0,0,65073
3845,Non Prevailing Wage,0,0,1,0,0,60653
3846,Non Prevailing Wage,2,0,0,0,0,60520
3847,Non Prevailing Wage,1,0,0,0,0,60613
3848,Non Prevailing Wage,1,0,0,0,0,60548
3849,Non Prevailing Wage,1,0,0,0,0,60607
3850,Non Prevailing Wage,1,0,0,0,0,60610
3851,Non Prevailing Wage,1,0,0,0,0,60603
3852,Non Prevailing Wage,7,0,0,0,2,58863
3853,Non Prevailing Wage,11,0,0,0,5,58863
3854,Non Prevailing Wage,24,0,0,0,19,58863
3855,Non Prevailing Wage,8,0,0,0,0,58863
3856,Non Prevailing Wage,27,0,0,0,5,58863
3857,Non Prevailing Wage,0,0,3,0,1,58863
3858,Non Prevailing Wage,8,0,0,0,0,58863
3859,Non Prevailing Wage,6,0,0,0,0,58863
3860,Non Prevailing Wage,1,0,1,0,0,58863
3861,Non Prevailing Wage,6,0,0,0,0,58863
3862,Non Prevailing Wage,11,0,0,0,4,58863
3863,Non Prevailing Wage,15,0,0,0,0,58863
3864,Non Prevailing Wage,11,0,0,0,5,58863
3865,Non Prevailing Wage,17,0,0,0,10,58863
3866,Non Prevailing Wage,2,0,1,0,0,58863
3867,Non Prevailing Wage,22,0,0,0,0,58863
3868,Non Prevailing Wage,18,0,2,0,5,58863
3869,Non Prevailing Wage,14,0,0,0,32,58863
3870,Non Prevailing Wage,30,0,0,0,0,58863
3871,Non Prevailing Wage,1,0,0,0,0,60601
3872,Non Prevailing Wage,0,0,2,0,0,60757
3873,Non Prevailing Wage,3,0,0,0,0,60443
3874,Non Prevailing Wage,13,0,0,0,0,58870
3875,Non Prevailing Wage,1,2,0,0,1,58870
3876,Non Prevailing Wage,12,0,0,0,5,58870
3877,Non Prevailing Wage,3,2,0,0,2,58870
3878,Non Prevailing Wage,5,1,0,0,2,58870
3879,Non Prevailing Wage,1,0,0,0,0,60287
3880,Non Prevailing Wage,0,0,0,0,1,60291
3881,Non Prevailing Wage,1,0,0,0,0,60294
3882,Non Prevailing Wage,0,0,0,0,134,60761
3883,Non Prevailing Wage,0,0,0,0,2,60336
3884,Non Prevailing Wage,87,0,0,0,0,65118
3885,Non Prevailing Wage,1,0,0,0,0,60298
3886,Non Prevailing Wage,1,0,0,0,0,60300
3887,Non Prevailing Wage,0,6,0,2,0,48908
3888,Non Prevailing Wage,5,0,1,0,0,48908
3889,Non Prevailing Wage,1,0,0,1,6,48908
3890,Non Prevailing Wage,4,0,0,4,0,48908
3891,Non Prevailing Wage,2,0,0,7,7,48908
3892,Non Prevailing Wage,2,0,0,6,0,48908
3893,Non Prevailing Wage,4,0,0,0,0,48908
3894,Non Prevailing Wage,2,0,0,6,0,48908
3895,Non Prevailing Wage,0,0,0,3,5,48908
3896,Non Prevailing Wage,0,0,0,0,69,55238
3897,Non Prevailing Wage,1,0,0,0,0,60303
3898,Non Prevailing Wage,1,0,0,0,0,60296
3899,Non Prevailing Wage,1,0,0,0,0,60463
3900,Non Prevailing Wage,0,0,2,0,0,60270
3901,Non Prevailing Wage,0,0,2,0,0,60322
3902,Non Prevailing Wage,128,0,0,0,87,52701
3903,Non Prevailing Wage,0,0,358,0,0,60080
3904,Non Prevailing Wage,0,0,358,0,0,60080
3905,Non Prevailing Wage,1,0,0,0,0,60127
3906,Non Prevailing Wage,1,0,0,0,0,60128
3907,Non Prevailing Wage,1,0,0,0,0,60129
3908,Non Prevailing Wage,1,0,0,0,0,60126
3909,Prevailing Wage,402,0,0,0,0,61380
3910,Non Prevailing Wage,23,0,0,0,0,61376
3911,Non Prevailing Wage,0,0,1,0,0,60314
3912,Non Prevailing Wage,4,0,0,0,0,60008
3913,Non Prevailing Wage,3,0,0,0,0,60060
3914,Non Prevailing Wage,1,0,0,0,0,60018
3915,Non Prevailing Wage,1,0,0,0,0,60125
3916,Non Prevailing Wage,1,0,0,0,0,60017
3917,Non Prevailing Wage,0,0,1,0,0,60312
3918,Non Prevailing Wage,1,0,0,0,0,60013
3919,Non Prevailing Wage,11,0,0,0,0,65089
3920,Non Prevailing Wage,1,0,0,0,0,59988
3921,Non Prevailing Wage,1,0,0,0,0,60023
3922,Non Prevailing Wage,8,0,0,0,0,65081
3923,Non Prevailing Wage,0,0,0,1,0,59989
3924,Non Prevailing Wage,1,0,0,0,0,60123
3925,Non Prevailing Wage,2,0,0,0,0,65096
3926,Non Prevailing Wage,1,0,0,0,0,60121
3927,Non Prevailing Wage,109,53,0,0,0,59688
3928,Non Prevailing Wage,54,27,0,0,0,59688
3929,Non Prevailing Wage,55,27,0,0,0,59688
3930,Non Prevailing Wage,109,55,0,0,0,59688
3931,Non Prevailing Wage,106,54,0,0,0,59688
3932,Non Prevailing Wage,108,55,0,0,0,59688
3933,Non Prevailing Wage,109,54,0,0,0,59688
3934,Non Prevailing Wage,7,0,0,0,0,65092
3935,Non Prevailing Wage,1,0,0,0,0,49635
3936,Non Prevailing Wage,1,0,0,0,0,49635
3937,Non Prevailing Wage,1,0,0,0,0,49635
3938,Non Prevailing Wage,1,0,0,0,0,49635
3939,Non Prevailing Wage,1,0,0,0,0,49635
3940,Non Prevailing Wage,1,0,0,0,0,49635
3941,Non Prevailing Wage,1,0,0,0,0,49635
3942,Non Prevailing Wage,1,0,0,0,0,49635
3943,Non Prevailing Wage,1,0,0,0,0,49635
3944,Non Prevailing Wage,1,0,0,0,0,49635
3945,Non Prevailing Wage,1,0,0,0,0,49635
3946,Non Prevailing Wage,1,0,0,0,0,49635
3947,Non Prevailing Wage,1,0,0,0,0,49635
3948,Non Prevailing Wage,0,0,0,0,18,49445
3949,Non Prevailing Wage,0,0,0,0,24,49445
3950,Non Prevailing Wage,0,0,24,0,0,49445
3951,Non Prevailing Wage,0,0,0,0,24,49445
3952,Non Prevailing Wage,10,8,0,0,0,52758
3953,Non Prevailing Wage,2,0,0,0,0,52758
3954,Non Prevailing Wage,4,0,0,0,2,52758
3955,Non Prevailing Wage,4,0,0,0,2,52758
3956,Non Prevailing Wage,20,3,0,0,0,52758
3957,Non Prevailing Wage,10,1,0,0,1,52758
3958,Non Prevailing Wage,12,3,0,0,1,52758
3959,Non Prevailing Wage,25,3,0,0,4,52758
3960,Non Prevailing Wage,15,0,0,0,1,52758
3961,Non Prevailing Wage,12,9,0,0,2,52758
3962,Non Prevailing Wage,6,0,0,0,0,52758
3963,Non Prevailing Wage,4,2,0,0,0,52758
3964,Non Prevailing Wage,15,1,0,0,0,52758
3965,Non Prevailing Wage,5,1,0,0,0,52758
3966,Non Prevailing Wage,2,0,0,0,0,52758
3967,Non Prevailing Wage,13,0,0,0,3,52758
3968,Non Prevailing Wage,6,0,0,0,0,52758
3969,Non Prevailing Wage,2,0,0,0,4,52758
3970,Non Prevailing Wage,6,0,0,0,0,52758
3971,Non Prevailing Wage,3,0,0,0,3,52758
3972,Non Prevailing Wage,3,0,0,0,3,52758
3973,Non Prevailing Wage,6,0,0,0,2,52758
3974,Non Prevailing Wage,1,1,0,0,1,52758
3975,Non Prevailing Wage,4,0,0,0,2,52758
3976,Non Prevailing Wage,5,0,0,0,1,52758
3977,Non Prevailing Wage,6,0,0,0,10,52758
3978,Non Prevailing Wage,16,5,0,0,1,52758
3979,Non Prevailing Wage,11,3,0,0,2,52758
3980,Non Prevailing Wage,6,2,0,0,0,52758
3981,Non Prevailing Wage,3,0,0,0,3,52758
3982,Non Prevailing Wage,16,8,0,0,2,52758
3983,Non Prevailing Wage,6,0,0,0,0,52758
3984,Non Prevailing Wage,125,0,0,0,36,53077
3985,Non Prevailing Wage,7,0,0,0,1,55026
3986,Non Prevailing Wage,7,3,0,0,0,55026
3987,Non Prevailing Wage,7,2,0,0,0,55026
3988,Non Prevailing Wage,6,0,0,0,2,55026
3989,Non Prevailing Wage,20,8,0,0,1,55026
3990,Non Prevailing Wage,19,2,0,0,4,55026
3991,Non Prevailing Wage,11,2,0,0,5,55026
3992,Non Prevailing Wage,0,0,11,0,0,57642
3993,Non Prevailing Wage,0,0,160,0,0,59834
3994,Non Prevailing Wage,0,0,142,0,0,59834
3995,Prevailing Wage,64,0,31,122,93,59836
3996,Non Prevailing Wage,0,0,2,0,0,59915
3997,Prevailing Wage,0,0,0,138,0,52467
3998,Prevailing Wage,0,0,0,57,0,52467
3999,Non Prevailing Wage,37,0,0,0,0,53483
4000,Non Prevailing Wage,124,0,0,32,0,53580
4001,Non Prevailing Wage,1,0,0,0,0,59835
4002,Prevailing Wage,7,0,0,115,0,50638
4003,Non Prevailing Wage,24,0,69,0,0,50509
4004,Non Prevailing Wage,0,0,15,0,0,59851
4005,Non Prevailing Wage,0,0,65,0,0,59851
4006,Non Prevailing Wage,0,0,15,0,0,59851
4007,Non Prevailing Wage,0,0,9,0,0,59851
4008,Non Prevailing Wage,12,0,9,16,13,50655
4009,Non Prevailing Wage,129,0,126,0,0,52396
4010,Non Prevailing Wage,89,0,8,0,25,54842
4011,Non Prevailing Wage,14,120,0,0,0,59857
4012,Non Prevailing Wage,5,46,0,0,0,59857
4013,Non Prevailing Wage,4,39,0,0,0,59857
4014,Non Prevailing Wage,4,39,0,0,0,59857
4015,Non Prevailing Wage,18,169,0,0,0,59857
4016,Non Prevailing Wage,4,39,0,0,0,59857
4017,Non Prevailing Wage,12,116,0,0,0,59857
4018,Non Prevailing Wage,8,78,0,0,0,59857
4019,Non Prevailing Wage,22,207,0,0,0,59857
4020,Non Prevailing Wage,7,72,0,0,0,59857
4021,Non Prevailing Wage,14,126,0,0,0,59857
4022,Non Prevailing Wage,7,73,0,0,0,59857
4023,Non Prevailing Wage,12,109,0,0,0,59857
4024,Non Prevailing Wage,12,116,0,0,0,59857
4025,Non Prevailing Wage,21,191,0,0,0,59857
4026,Non Prevailing Wage,7,72,0,0,0,59857
4027,Non Prevailing Wage,6,47,0,0,0,59857
4028,Non Prevailing Wage,6,47,0,0,0,59857
4029,Non Prevailing Wage,21,191,0,0,0,59857
4030,Non Prevailing Wage,7,73,0,0,0,59857
4031,Non Prevailing Wage,6,47,0,0,0,59857
4032,Non Prevailing Wage,14,126,0,0,0,59857
4033,Non Prevailing Wage,7,73,0,0,0,59857
4034,Non Prevailing Wage,6,47,0,0,0,59857
4035,Non Prevailing Wage,6,47,0,0,0,59857
4036,Non Prevailing Wage,6,47,0,0,0,59857
4037,Non Prevailing Wage,7,72,0,0,0,59857
4038,Non Prevailing Wage,17,153,0,0,0,59857
4039,Non Prevailing Wage,5,47,0,0,0,59857
4040,Non Prevailing Wage,6,47,0,0,0,59857
4041,Non Prevailing Wage,6,47,0,0,0,59857
4042,Non Prevailing Wage,6,47,0,0,0,59857
4043,Non Prevailing Wage,4,39,0,0,0,59857
4044,Non Prevailing Wage,18,167,0,0,0,59857
4045,Non Prevailing Wage,4,35,0,0,0,59857
4046,Non Prevailing Wage,4,35,0,0,0,59857
4047,Non Prevailing Wage,4,36,0,0,0,59857
4048,Non Prevailing Wage,12,114,0,0,0,59857
4049,Non Prevailing Wage,5,47,0,0,0,59857
4050,Non Prevailing Wage,6,47,0,0,0,59857
4051,Non Prevailing Wage,5,46,0,0,0,59857
4052,Non Prevailing Wage,5,47,0,0,0,59857
4053,Non Prevailing Wage,6,47,0,0,0,59857
4054,Non Prevailing Wage,6,47,0,0,0,59857
4055,Non Prevailing Wage,6,47,0,0,0,59857
4056,Non Prevailing Wage,5,47,0,0,0,59857
4057,Non Prevailing Wage,5,47,0,0,0,59857
4058,Non Prevailing Wage,5,47,0,0,0,59857
4059,Non Prevailing Wage,9,84,0,0,0,59857
4060,Non Prevailing Wage,14,126,0,0,0,59857
4061,Non Prevailing Wage,14,126,0,0,0,59857
4062,Non Prevailing Wage,9,84,0,0,0,59857
4063,Non Prevailing Wage,9,84,0,0,0,59857
4064,Non Prevailing Wage,14,126,0,0,0,59857
4065,Non Prevailing Wage,14,126,0,0,0,59857
4066,Non Prevailing Wage,9,84,0,0,0,59857
4067,Non Prevailing Wage,62,0,0,31,0,44388
4068,Non Prevailing Wage,0,0,0,0,12,53551
4069,Non Prevailing Wage,0,0,0,0,14,53551
4070,Non Prevailing Wage,1,0,0,0,0,59821
4071,Non Prevailing Wage,197,0,0,0,0,59823
4072,Non Prevailing Wage,1,0,0,0,0,59908
4073,Non Prevailing Wage,0,0,0,16,39,53188
4074,Non Prevailing Wage,1,0,0,0,0,59830
4075,Non Prevailing Wage,79,0,0,0,20,52435
4076,Non Prevailing Wage,1,0,0,0,0,59839
4077,Non Prevailing Wage,16,0,0,0,0,54304
4078,Non Prevailing Wage,1,0,0,0,0,59837
4079,Non Prevailing Wage,51,0,2,2,0,52827
4080,Non Prevailing Wage,24,0,2,1,3,52888
4081,Non Prevailing Wage,74,0,0,0,0,52789
4082,Non Prevailing Wage,0,0,0,0,175,59856
4083,Non Prevailing Wage,1,0,0,0,0,59554
4084,Non Prevailing Wage,24,0,0,6,29,52119
4085,Non Prevailing Wage,1,0,0,0,0,59409
4086,Non Prevailing Wage,0,0,11,0,0,52082
4087,Prevailing Wage,12,0,0,42,14,52415
4088,Non Prevailing Wage,1,0,0,0,0,59407
4089,Non Prevailing Wage,106,0,0,0,0,59827
4090,Non Prevailing Wage,4,0,0,0,0,52725
4091,Non Prevailing Wage,7,2,0,0,0,52725
4092,Non Prevailing Wage,6,2,0,0,0,52725
4093,Non Prevailing Wage,8,0,0,0,0,52725
4094,Non Prevailing Wage,8,0,0,0,0,52725
4095,Non Prevailing Wage,7,1,0,0,0,52725
4096,Non Prevailing Wage,17,3,0,0,0,52725
4097,Non Prevailing Wage,15,5,0,0,0,52725
4098,Non Prevailing Wage,4,4,0,0,0,52725
4099,Non Prevailing Wage,4,0,0,0,0,52725
4100,Non Prevailing Wage,0,0,0,0,23,50938
4101,Prevailing Wage,80,0,0,90,0,52646
4102,Prevailing Wage,0,0,0,48,0,52597
4103,Non Prevailing Wage,1,0,0,0,0,59426
4104,Non Prevailing Wage,1,0,0,0,0,59366
4105,Non Prevailing Wage,22,0,0,0,0,52580
4106,Non Prevailing Wage,1,0,0,0,0,59361
4107,Non Prevailing Wage,1,0,0,0,0,59363
4108,Non Prevailing Wage,0,0,0,0,1,59405
4109,Non Prevailing Wage,1,0,0,0,0,59365
4110,Non Prevailing Wage,1,0,0,0,0,59424
4111,Non Prevailing Wage,0,0,0,34,0,52795
4112,Non Prevailing Wage,35,0,0,8,16,52782
4113,Prevailing Wage,24,0,0,0,41,59816
4114,Prevailing Wage,0,0,0,53,0,44602
4115,Non Prevailing Wage,2,0,0,0,0,65129
4116,Non Prevailing Wage,1,0,0,0,0,59296
4117,Non Prevailing Wage,0,0,0,3,1,53157
4118,Non Prevailing Wage,0,0,0,0,6,53157
4119,Non Prevailing Wage,0,0,0,0,2,53157
4120,Non Prevailing Wage,0,0,0,0,2,53157
4121,Non Prevailing Wage,0,0,0,0,2,53157
4122,Non Prevailing Wage,0,0,0,2,1,53157
4123,Non Prevailing Wage,2,0,0,0,7,53157
4124,Non Prevailing Wage,0,0,0,0,2,53157
4125,Non Prevailing Wage,0,0,0,0,4,53157
4126,Non Prevailing Wage,0,0,0,0,3,53157
4127,Non Prevailing Wage,0,0,0,0,3,53157
4128,Non Prevailing Wage,0,0,0,1,1,53157
4129,Non Prevailing Wage,0,0,0,0,4,53157
4130,Non Prevailing Wage,0,0,0,0,2,53157
4131,Non Prevailing Wage,0,0,0,0,4,53157
4132,Non Prevailing Wage,0,0,0,2,3,53157
4133,Non Prevailing Wage,0,0,0,0,4,53157
4134,Non Prevailing Wage,0,0,0,0,4,53157
4135,Non Prevailing Wage,0,0,0,0,3,53157
4136,Non Prevailing Wage,0,0,0,0,3,53157
4137,Non Prevailing Wage,0,0,0,0,4,53157
4138,Non Prevailing Wage,0,0,0,0,8,53157
4139,Non Prevailing Wage,0,0,0,1,6,53157
4140,Non Prevailing Wage,0,0,0,0,2,53157
4141,Non Prevailing Wage,0,0,0,0,3,53157
4142,Non Prevailing Wage,0,0,0,1,2,53157
4143,Non Prevailing Wage,0,0,0,0,3,53157
4144,Non Prevailing Wage,0,0,0,0,2,53157
4145,Non Prevailing Wage,0,0,0,5,1,53157
4146,Non Prevailing Wage,0,0,0,1,3,53157
4147,Non Prevailing Wage,0,0,0,1,3,53157
4148,Non Prevailing Wage,0,0,0,0,2,53157
4149,Non Prevailing Wage,0,0,0,0,2,53157
4150,Non Prevailing Wage,0,0,0,0,2,53157
4151,Non Prevailing Wage,1,0,0,0,3,53157
4152,Non Prevailing Wage,0,0,0,0,1,53157
4153,Non Prevailing Wage,0,0,0,0,1,53157
4154,Non Prevailing Wage,0,0,0,0,4,53157
4155,Non Prevailing Wage,0,0,0,0,6,53157
4156,Non Prevailing Wage,0,0,0,0,8,53157
4157,Non Prevailing Wage,0,0,0,1,4,53157
4158,Non Prevailing Wage,0,0,0,0,2,53157
4159,Non Prevailing Wage,0,0,0,0,3,53157
4160,Non Prevailing Wage,0,0,0,1,3,53157
4161,Non Prevailing Wage,0,0,0,0,4,53157
4162,Non Prevailing Wage,0,0,0,0,4,53157
4163,Non Prevailing Wage,0,0,0,1,1,53157
4164,Non Prevailing Wage,0,0,0,0,2,53157
4165,Non Prevailing Wage,0,0,0,1,4,53157
4166,Non Prevailing Wage,0,0,0,0,2,53157
4167,Non Prevailing Wage,1,0,0,0,1,53157
4168,Non Prevailing Wage,0,0,0,0,8,53157
4169,Non Prevailing Wage,0,0,0,0,4,53157
4170,Non Prevailing Wage,0,0,0,0,4,53157
4171,Non Prevailing Wage,0,0,0,0,2,53157
4172,Non Prevailing Wage,0,0,0,1,3,53157
4173,Non Prevailing Wage,0,0,0,0,3,53157
4174,Non Prevailing Wage,0,0,0,0,2,53157
4175,Non Prevailing Wage,0,0,0,0,3,53157
4176,Non Prevailing Wage,0,0,0,0,6,53157
4177,Non Prevailing Wage,0,0,0,1,2,53157
4178,Non Prevailing Wage,0,0,0,0,2,53157
4179,Non Prevailing Wage,0,0,0,0,2,53157
4180,Non Prevailing Wage,0,0,0,0,2,53157
4181,Non Prevailing Wage,0,0,0,1,1,53157
4182,Non Prevailing Wage,0,0,0,0,2,53157
4183,Non Prevailing Wage,0,0,0,0,2,53157
4184,Non Prevailing Wage,0,0,0,0,2,53157
4185,Non Prevailing Wage,1,0,0,0,4,53157
4186,Non Prevailing Wage,0,0,0,1,3,53157
4187,Non Prevailing Wage,0,0,0,0,2,53157
4188,Non Prevailing Wage,0,0,0,0,3,53157
4189,Non Prevailing Wage,0,0,0,0,2,53157
4190,Non Prevailing Wage,0,0,0,0,2,53157
4191,Non Prevailing Wage,0,0,0,0,2,53157
4192,Non Prevailing Wage,1,0,0,0,0,59333
4193,Non Prevailing Wage,1,0,0,0,0,59293
4194,Non Prevailing Wage,21,0,0,0,0,52127
4195,Non Prevailing Wage,1,0,0,0,0,59294
4196,Non Prevailing Wage,1,0,0,0,0,59304
4197,Non Prevailing Wage,2,0,0,0,0,65112
4198,Non Prevailing Wage,1,0,0,0,0,59301
4199,Non Prevailing Wage,0,0,0,0,1,59138
4200,Non Prevailing Wage,1,0,0,0,0,59292
4201,Non Prevailing Wage,48,20,0,0,4,52662
4202,Non Prevailing Wage,17,6,0,0,2,52662
4203,Non Prevailing Wage,14,5,0,0,6,52662
4204,Non Prevailing Wage,11,7,0,0,6,52662
4205,Non Prevailing Wage,1,0,0,0,0,65066
4206,Non Prevailing Wage,0,0,2,0,0,59341
4207,Non Prevailing Wage,9,0,0,0,0,52129
4208,Non Prevailing Wage,8,0,0,0,0,52757
4209,Non Prevailing Wage,28,0,0,0,3,52757
4210,Non Prevailing Wage,13,0,0,0,3,52757
4211,Non Prevailing Wage,15,0,0,0,2,52757
4212,Non Prevailing Wage,14,0,0,0,2,52757
4213,Non Prevailing Wage,13,0,0,0,3,52757
4214,Non Prevailing Wage,12,0,0,0,4,52757
4215,Non Prevailing Wage,15,0,0,0,1,52757
4216,Non Prevailing Wage,7,0,0,0,1,52757
4217,Non Prevailing Wage,8,0,0,0,0,52757
4218,Non Prevailing Wage,4,0,0,0,2,52757
4219,Non Prevailing Wage,15,0,0,0,3,52757
4220,Non Prevailing Wage,24,0,0,0,7,52757
4221,Non Prevailing Wage,0,0,0,0,1,59090
4222,Non Prevailing Wage,2,0,0,0,0,59100
4223,Non Prevailing Wage,0,0,0,0,1,59101
4224,Non Prevailing Wage,0,0,3,0,0,59340
4225,Non Prevailing Wage,22,0,0,0,0,53392
4226,Non Prevailing Wage,6,0,0,0,0,53392
4227,Non Prevailing Wage,14,0,4,0,1,52405
4228,Non Prevailing Wage,4,0,0,0,0,65127
4229,Non Prevailing Wage,15,0,0,0,0,52790
4230,Non Prevailing Wage,17,0,6,0,6,54407
4231,Non Prevailing Wage,1,0,0,0,0,59040
4232,Non Prevailing Wage,45,0,0,0,0,53552
4233,Non Prevailing Wage,0,0,0,0,3,58940
4234,Non Prevailing Wage,1,0,0,0,0,58907
4235,Non Prevailing Wage,0,0,0,0,1,59005
4236,Non Prevailing Wage,27,0,0,5,25,52722
4237,Non Prevailing Wage,10,0,0,3,5,52722
4238,Non Prevailing Wage,1,0,0,0,0,58774
4239,Non Prevailing Wage,2,0,0,0,0,65076
4240,Non Prevailing Wage,1,0,0,0,0,58776
4241,Non Prevailing Wage,64,0,0,35,12,52783
4242,Non Prevailing Wage,25,13,0,0,25,54748
4243,Non Prevailing Wage,1,0,0,0,0,58778
4244,Non Prevailing Wage,0,0,0,0,1,58779
4245,Non Prevailing Wage,1,0,0,0,0,58712
4246,Non Prevailing Wage,1,0,0,0,0,58777
4247,Non Prevailing Wage,10,0,0,0,0,47948
4248,Non Prevailing Wage,8,0,0,0,0,49501
4249,Non Prevailing Wage,204,0,0,0,0,52287
4250,Non Prevailing Wage,2,0,0,0,0,58881
4251,Non Prevailing Wage,1,0,0,0,0,58723
4252,Non Prevailing Wage,1,0,0,0,0,58614
4253,Non Prevailing Wage,1,0,0,0,0,58680
4254,Non Prevailing Wage,1,0,0,0,0,58682
4255,Non Prevailing Wage,0,0,0,0,1,58616
4256,Non Prevailing Wage,1,0,0,0,0,58677
4257,Non Prevailing Wage,1,0,0,0,0,58725
4258,Non Prevailing Wage,0,0,2,0,0,58587
4259,Non Prevailing Wage,1,0,0,0,0,58568
4260,Non Prevailing Wage,21,0,0,0,33,48729
4261,Non Prevailing Wage,18,0,0,0,9,48729
4262,Non Prevailing Wage,14,0,0,0,6,48729
4263,Non Prevailing Wage,89,0,0,0,0,48729
4264,Non Prevailing Wage,195,0,0,0,0,59538
4265,Non Prevailing Wage,1,0,0,0,0,58718
4266,Non Prevailing Wage,18,0,0,0,0,53011
4267,Non Prevailing Wage,6,0,0,0,0,53011
4268,Non Prevailing Wage,6,0,0,0,0,53011
4269,Non Prevailing Wage,19,0,0,0,0,53011
4270,Non Prevailing Wage,1,0,0,0,0,58878
4271,Non Prevailing Wage,1,0,0,0,0,58721
4272,Non Prevailing Wage,11,0,4,0,0,48973
4273,Non Prevailing Wage,2,0,0,0,0,58500
4274,Non Prevailing Wage,2,0,0,0,0,58503
4275,Non Prevailing Wage,1,0,0,0,0,58716
4276,Non Prevailing Wage,0,0,3,0,0,44230
4277,Non Prevailing Wage,0,0,3,0,0,44230
4278,Non Prevailing Wage,0,3,0,0,0,44230
4279,Non Prevailing Wage,0,0,3,0,0,44230
4280,Non Prevailing Wage,0,0,3,0,0,44230
4281,Non Prevailing Wage,0,2,1,0,0,44230
4282,Non Prevailing Wage,0,0,3,0,0,44230
4283,Non Prevailing Wage,137,0,0,15,46,44280
4284,Non Prevailing Wage,0,0,0,18,0,48650
4285,Non Prevailing Wage,23,0,0,8,28,49607
4286,Non Prevailing Wage,57,0,0,10,28,49625
4287,Non Prevailing Wage,18,0,0,0,2,50223
4288,Non Prevailing Wage,10,0,1,1,4,50223
4289,Non Prevailing Wage,18,0,0,0,7,50223
4290,Non Prevailing Wage,7,0,0,1,7,50223
4291,Non Prevailing Wage,11,0,0,1,4,50223
4292,Non Prevailing Wage,5,0,0,0,0,52014
4293,Non Prevailing Wage,8,0,0,0,0,52014
4294,Non Prevailing Wage,2,0,0,0,0,52014
4295,Non Prevailing Wage,3,0,0,0,0,52014
4296,Non Prevailing Wage,2,1,0,0,0,52014
4297,Non Prevailing Wage,6,1,0,0,0,52014
4298,Non Prevailing Wage,2,0,0,0,0,52014
4299,Non Prevailing Wage,2,0,0,0,0,52014
4300,Non Prevailing Wage,53,28,17,0,6,52083
4301,Non Prevailing Wage,47,27,18,0,6,52122
4302,Prevailing Wage,25,0,0,75,0,52656
4303,Non Prevailing Wage,17,0,0,0,118,52798
4304,Non Prevailing Wage,58,0,0,11,32,53273
4305,Non Prevailing Wage,76,0,0,0,24,53461
4306,Non Prevailing Wage,20,0,0,0,0,54366
4307,Non Prevailing Wage,53,0,0,0,0,54709
4308,Non Prevailing Wage,6,0,5,0,7,54709
4309,Non Prevailing Wage,6,0,5,0,7,54709
4310,Non Prevailing Wage,5,0,5,0,8,54709
4311,Non Prevailing Wage,5,0,5,0,8,54709
4312,Non Prevailing Wage,35,0,6,0,0,54709
4313,Non Prevailing Wage,35,0,6,0,0,54709
4314,Non Prevailing Wage,1,0,0,0,0,58363
4315,Non Prevailing Wage,1,0,0,0,0,58367
4316,Non Prevailing Wage,2,0,0,1,12,48940
4317,Non Prevailing Wage,0,0,12,0,0,50131
4318,Non Prevailing Wage,0,0,12,0,0,50131
4319,Non Prevailing Wage,8,0,0,0,3,50131
4320,Non Prevailing Wage,19,0,0,0,7,50131
4321,Non Prevailing Wage,3,0,0,0,2,50131
4322,Non Prevailing Wage,16,0,0,0,4,50131
4323,Non Prevailing Wage,0,0,0,0,40,50388
4324,Non Prevailing Wage,55,0,13,11,34,50942
4325,Non Prevailing Wage,55,0,2,0,3,51248
4326,Non Prevailing Wage,23,0,0,0,0,53050
4327,Non Prevailing Wage,18,0,0,0,0,53050
4328,Non Prevailing Wage,120,0,0,8,0,53180
4329,Non Prevailing Wage,0,0,0,34,0,53473
4330,Non Prevailing Wage,0,0,0,100,0,53473
4331,Non Prevailing Wage,11,4,0,0,2,54948
4332,Non Prevailing Wage,9,5,0,0,4,54948
4333,Non Prevailing Wage,10,5,0,0,3,54948
4334,Non Prevailing Wage,8,5,0,0,5,54948
4335,Non Prevailing Wage,14,1,0,0,4,54948
4336,Non Prevailing Wage,114,0,0,49,0,55050
4337,Non Prevailing Wage,2,0,0,0,0,58323
4338,Non Prevailing Wage,313,0,0,0,139,58932
4339,Prevailing Wage,64,0,0,96,0,48647
4340,Non Prevailing Wage,4,0,0,0,3,52752
4341,Non Prevailing Wage,5,0,0,0,1,52752
4342,Non Prevailing Wage,6,0,0,0,0,52752
4343,Non Prevailing Wage,5,0,0,0,0,52752
4344,Non Prevailing Wage,5,0,0,0,0,52752
4345,Non Prevailing Wage,3,0,0,0,1,52752
4346,Non Prevailing Wage,2,0,0,0,1,52752
4347,Non Prevailing Wage,15,0,0,0,0,52752
4348,Non Prevailing Wage,5,0,0,0,0,52752
4349,Non Prevailing Wage,7,0,0,0,0,52752
4350,Non Prevailing Wage,9,0,0,0,0,52752
4351,Non Prevailing Wage,5,0,0,0,0,52752
4352,Non Prevailing Wage,6,0,0,0,0,52752
4353,Non Prevailing Wage,4,0,0,0,0,52752
4354,Non Prevailing Wage,3,0,0,0,0,52752
4355,Non Prevailing Wage,9,0,0,0,0,52752
4356,Non Prevailing Wage,7,0,0,0,1,52752
4357,Non Prevailing Wage,4,0,0,0,0,52752
4358,Non Prevailing Wage,8,0,0,0,4,52752
